distrito,ano,concelho,acidentes_com_vitimas,vitimas_mortais,feridos_graves,feridos_leves,total_vitimas,indice_gravidade,source_file
Leiria,2015,Castanheira de Pera,5,0,0,11,11,0.0,Leiria 2015 30d.pdf
Leiria,2015,Figueiro dos Vinhos,21,0,1,36,37,0.0,Leiria 2015 30d.pdf
Leiria,2015,Leiria,511,13,37,586,636,2.5,Leiria 2015 30d.pdf
Leiria,2015,Marinha Grande,150,0,4,177,181,0.0,Leiria 2015 30d.pdf
Leiria,2015,Nazare,47,0,7,55,62,0.0,Leiria 2015 30d.pdf
Leiria,2015,Obidos,62,2,1,83,86,3.2,Leiria 2015 30d.pdf
Leiria,2015,Pedrogao Grande,12,0,3,13,16,0.0,Leiria 2015 30d.pdf
Leiria,2015,Peniche,83,0,12,90,102,0.0,Leiria 2015 30d.pdf
Leiria,2015,Pombal,220,6,24,260,290,2.7,Leiria 2015 30d.pdf
Leiria,2015,Porto de Mos,89,3,12,93,108,3.4,Leiria 2015 30d.pdf
Lisboa,2015,Alenquer,122,5,8,144,157,4.1,Lisboa 2015 30d.pdf
Lisboa,2015,Amadora,407,0,12,510,522,0.0,Lisboa 2015 30d.pdf
Lisboa,2015,Arruda dos Vinhos,26,0,2,26,28,0.0,Lisboa 2015 30d.pdf
Lisboa,2015,Azambuja,100,1,6,126,133,1.0,Lisboa 2015 30d.pdf
Lisboa,2015,Cadaval,43,1,1,58,60,2.3,Lisboa 2015 30d.pdf
Lisboa,2015,Cascais,605,6,24,720,750,1.0,Lisboa 2015 30d.pdf
Lisboa,2015,Lisboa,2544,17,90,2962,3069,0.7,Lisboa 2015 30d.pdf
Lisboa,2015,Loures,639,6,50,752,808,0.9,Lisboa 2015 30d.pdf
Lisboa,2015,Lourinha,77,1,7,97,105,1.3,Lisboa 2015 30d.pdf
Lisboa,2015,Mafra,211,1,13,270,284,0.5,Lisboa 2015 30d.pdf
Lisboa,2015,Odivelas,360,3,26,420,449,0.8,Lisboa 2015 30d.pdf
Lisboa,2015,Oeiras,564,4,8,675,687,0.7,Lisboa 2015 30d.pdf
Lisboa,2015,Sintra,906,11,37,1079,1127,1.2,Lisboa 2015 30d.pdf
Lisboa,2015,Sobral Monte Agraco,24,1,3,28,32,4.2,Lisboa 2015 30d.pdf
Lisboa,2015,Torres Vedras,295,6,35,351,392,2.0,Lisboa 2015 30d.pdf
Lisboa,2015,Vila Franca de Xira,299,3,22,363,388,1.0,Lisboa 2015 30d.pdf
Portalegre,2015,Alter do Chao,9,1,6,10,17,11.1,Portalegre 2015 30d.pdf
Portalegre,2015,Arronches,9,1,2,8,11,11.1,Portalegre 2015 30d.pdf
Portalegre,2015,Avis,9,0,1,13,14,0.0,Portalegre 2015 30d.pdf
Portalegre,2015,Campo Maior,13,1,0,14,15,7.7,Portalegre 2015 30d.pdf
Portalegre,2015,Castelo de Vide,11,1,0,12,13,9.1,Portalegre 2015 30d.pdf
Portalegre,2015,Crato,7,0,0,7,7,0.0,Portalegre 2015 30d.pdf
Portalegre,2015,Elvas,84,3,23,92,118,3.6,Portalegre 2015 30d.pdf
Portalegre,2015,Fronteira,6,0,1,6,7,0.0,Portalegre 2015 30d.pdf
Portalegre,2015,Gaviao,10,0,3,8,11,0.0,Portalegre 2015 30d.pdf
Portalegre,2015,Marvao,7,1,2,9,12,14.3,Portalegre 2015 30d.pdf
Portalegre,2015,Monforte,14,0,3,16,19,0.0,Portalegre 2015 30d.pdf
Portalegre,2015,Nisa,11,1,8,9,18,9.1,Portalegre 2015 30d.pdf
Portalegre,2015,Ponte de Sor,45,2,9,47,58,4.4,Portalegre 2015 30d.pdf
Portalegre,2015,Portalegre,58,2,11,72,85,3.4,Portalegre 2015 30d.pdf
Portalegre,2015,Sousel,6,0,2,12,14,0.0,Portalegre 2015 30d.pdf
Porto,2015,Amarante,198,4,10,264,278,2.0,Porto 2015 30d.pdf
Porto,2015,Baiao,42,3,0,60,63,7.1,Porto 2015 30d.pdf
Porto,2015,Felgueiras,218,6,9,265,280,2.8,Porto 2015 30d.pdf
Porto,2015,Gondomar,339,6,12,420,438,1.8,Porto 2015 30d.pdf
Porto,2015,Lousada,152,0,5,196,201,0.0,Porto 2015 30d.pdf
Porto,2015,Maia,374,2,12,473,487,0.5,Porto 2015 30d.pdf
Porto,2015,Marco de Canaveses,145,3,4,208,215,2.1,Porto 2015 30d.pdf
Porto,2015,Matosinhos,491,7,12,589,608,1.4,Porto 2015 30d.pdf
Porto,2015,Pacos de Ferreira,168,2,2,206,210,1.2,Porto 2015 30d.pdf
Porto,2015,Paredes,258,3,7,334,344,1.2,Porto 2015 30d.pdf
Porto,2015,Penafiel,279,3,11,381,395,1.1,Porto 2015 30d.pdf
Porto,2015,Porto,963,8,14,1143,1165,0.8,Porto 2015 30d.pdf
Porto,2015,Povoa de Varzim,217,1,7,266,274,0.5,Porto 2015 30d.pdf
Porto,2015,Santo Tirso,197,0,12,252,264,0.0,Porto 2015 30d.pdf
Porto,2015,Trofa,155,2,8,212,222,1.3,Porto 2015 30d.pdf
Porto,2015,Valongo,216,2,9,267,278,0.9,Porto 2015 30d.pdf
Porto,2015,Vila do Conde,317,0,13,390,403,0.0,Porto 2015 30d.pdf
Porto,2015,Vila Nova de Gaia,758,8,26,923,957,1.1,Porto 2015 30d.pdf
Santarém,2015,Abrantes,99,5,12,120,137,5.1,Santarém 2015 30d.pdf
Santarém,2015,Alcanena,45,1,5,53,59,2.2,Santarém 2015 30d.pdf
Santarém,2015,Almeirim,63,2,5,74,81,3.2,Santarém 2015 30d.pdf
Santarém,2015,Alpiarca,31,0,4,37,41,0.0,Santarém 2015 30d.pdf
Santarém,2015,Benavente,81,8,6,111,125,9.9,Santarém 2015 30d.pdf
Santarém,2015,Cartaxo,78,2,12,87,101,2.6,Santarém 2015 30d.pdf
Santarém,2015,Chamusca,34,0,3,40,43,0.0,Santarém 2015 30d.pdf
Santarém,2015,Constancia,17,0,6,14,20,0.0,Santarém 2015 30d.pdf
Santarém,2015,Coruche,57,3,15,75,93,5.3,Santarém 2015 30d.pdf
Santarém,2015,Entroncamento,34,0,7,48,55,0.0,Santarém 2015 30d.pdf
Santarém,2015,Ferreira do Zezere,35,0,1,42,43,0.0,Santarém 2015 30d.pdf
Santarém,2015,Golega,20,2,1,19,22,10.0,Santarém 2015 30d.pdf
Santarém,2015,Macao,15,2,1,20,23,13.3,Santarém 2015 30d.pdf
Santarém,2015,Ourem,205,7,17,230,254,3.4,Santarém 2015 30d.pdf
Santarém,2015,Rio Maior,81,3,9,90,102,3.7,Santarém 2015 30d.pdf
Santarém,2015,Salvaterra de Magos,57,0,3,65,68,0.0,Santarém 2015 30d.pdf
Santarém,2015,Santarem,221,2,26,279,307,0.9,Santarém 2015 30d.pdf
Santarém,2015,Sardoal,11,0,1,11,12,0.0,Santarém 2015 30d.pdf
Santarém,2015,Tomar,135,1,12,159,172,0.7,Santarém 2015 30d.pdf
Santarém,2015,Torres Novas,113,1,10,143,154,0.9,Santarém 2015 30d.pdf
Santarém,2015,Vila Nova da Barquinha,28,2,3,36,41,7.1,Santarém 2015 30d.pdf
Setúbal,2015,Alcacer do Sal,65,6,5,86,97,9.2,Setúbal 2015 30d.pdf
Setúbal,2015,Alcochete,64,1,13,84,98,1.6,Setúbal 2015 30d.pdf
Setúbal,2015,Almada,369,1,11,462,474,0.3,Setúbal 2015 30d.pdf
Setúbal,2015,Barreiro,178,3,11,207,221,1.7,Setúbal 2015 30d.pdf
Setúbal,2015,Grandola,66,5,5,91,101,7.6,Setúbal 2015 30d.pdf
Setúbal,2015,Moita,117,0,7,136,143,0.0,Setúbal 2015 30d.pdf
Setúbal,2015,Montijo,166,7,6,202,215,4.2,Setúbal 2015 30d.pdf
Setúbal,2015,Palmela,243,10,24,313,347,4.1,Setúbal 2015 30d.pdf
Setúbal,2015,Santiago do Cacem,87,6,7,124,137,6.9,Setúbal 2015 30d.pdf
Setúbal,2015,Seixal,416,8,38,495,541,1.9,Setúbal 2015 30d.pdf
Setúbal,2015,Sesimbra,105,0,3,119,122,0.0,Setúbal 2015 30d.pdf
Setúbal,2015,Setubal,362,6,25,425,456,1.7,Setúbal 2015 30d.pdf
Setúbal,2015,Sines,40,1,0,59,60,2.5,Setúbal 2015 30d.pdf
Viana do Castelo,2015,Arcos de Valdevez,51,1,5,63,69,2.0,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Caminha,48,2,2,63,67,4.2,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Melgaco,20,2,3,29,34,10.0,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Moncao,43,1,2,50,53,2.3,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Paredes de Coura,23,0,3,29,32,0.0,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Ponte da Barca,32,1,1,42,44,3.1,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Ponte de Lima,151,3,9,192,204,2.0,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Valenca,67,0,3,87,90,0.0,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Viana do Castelo,264,1,17,340,358,0.4,Viana do Castelo 2015 30d.pdf
Viana do Castelo,2015,Vila Nova de Cerveira,41,1,4,50,55,2.4,Viana do Castelo 2015 30d.pdf
Vila Real,2015,Alijo,34,1,3,53,57,2.9,Vila Real 2015 30d.pdf
Vila Real,2015,Boticas,16,0,5,17,22,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Chaves,114,3,9,138,150,2.6,Vila Real 2015 30d.pdf
Vila Real,2015,Mesao Frio,11,0,2,14,16,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Mondim de Basto,23,1,2,22,25,4.3,Vila Real 2015 30d.pdf
Vila Real,2015,Montalegre,37,2,3,53,58,5.4,Vila Real 2015 30d.pdf
Vila Real,2015,Murca,22,0,2,29,31,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Peso da Regua,48,0,4,79,83,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Ribeira de Pena,19,2,1,18,21,10.5,Vila Real 2015 30d.pdf
Vila Real,2015,Sabrosa,16,1,0,26,27,6.3,Vila Real 2015 30d.pdf
Vila Real,2015,Santa Marta de Penaguiao,17,0,1,23,24,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Valpacos,44,1,6,64,71,2.3,Vila Real 2015 30d.pdf
Vila Real,2015,Vila Pouca de Aguiar,36,0,3,50,53,0.0,Vila Real 2015 30d.pdf
Vila Real,2015,Vila Real,167,1,13,199,213,0.6,Vila Real 2015 30d.pdf
Viseu,2015,Armamar,14,1,1,15,17,7.1,Viseu 2015 30d.pdf
Viseu,2015,Carregal do Sal,33,0,4,35,39,0.0,Viseu 2015 30d.pdf
Viseu,2015,Castro Daire,39,1,1,51,53,2.6,Viseu 2015 30d.pdf
Viseu,2015,Cinfaes,56,0,7,76,83,0.0,Viseu 2015 30d.pdf
Viseu,2015,Lamego,75,0,6,98,104,0.0,Viseu 2015 30d.pdf
Viseu,2015,Mangualde,74,1,4,100,105,1.4,Viseu 2015 30d.pdf
Viseu,2015,Moimenta da Beira,28,1,3,43,47,3.6,Viseu 2015 30d.pdf
Viseu,2015,Mortagua,36,2,5,39,46,5.6,Viseu 2015 30d.pdf
Viseu,2015,Nelas,60,1,9,69,79,1.7,Viseu 2015 30d.pdf
Viseu,2015,Oliveira de Frades,22,0,1,31,32,0.0,Viseu 2015 30d.pdf
Viseu,2015,Penalva do Castelo,21,0,3,25,28,0.0,Viseu 2015 30d.pdf
Viseu,2015,Penedono,8,0,1,15,16,0.0,Viseu 2015 30d.pdf
Viseu,2015,Resende,31,0,2,42,44,0.0,Viseu 2015 30d.pdf
Viseu,2015,Santa Comba Dao,35,0,5,48,53,0.0,Viseu 2015 30d.pdf
Viseu,2015,Sao Joao da Pesqueira,18,1,1,22,24,5.6,Viseu 2015 30d.pdf
Viseu,2015,Sao Pedro do Sul,36,2,0,46,48,5.6,Viseu 2015 30d.pdf
Viseu,2015,Satao,33,0,4,35,39,0.0,Viseu 2015 30d.pdf
Viseu,2015,Sernancelhe,29,0,3,43,46,0.0,Viseu 2015 30d.pdf
Viseu,2015,Tabuaco,14,0,3,14,17,0.0,Viseu 2015 30d.pdf
Viseu,2015,Tarouca,20,1,0,26,27,5.0,Viseu 2015 30d.pdf
Viseu,2015,Tondela,114,9,8,132,149,7.9,Viseu 2015 30d.pdf
Viseu,2015,Vila Nova de Paiva,17,1,1,28,30,5.9,Viseu 2015 30d.pdf
Viseu,2015,Viseu,346,6,16,415,437,1.7,Viseu 2015 30d.pdf
Viseu,2015,Vouzela,40,1,7,58,66,2.5,Viseu 2015 30d.pdf
Évora,2015,Alandroal,10,0,3,11,14,0.0,Évora 2015 30d.pdf
Évora,2015,Arraiolos,22,1,1,21,23,4.5,Évora 2015 30d.pdf
Évora,2015,Borba,13,0,4,13,17,0.0,Évora 2015 30d.pdf
Évora,2015,Estremoz,41,1,4,47,52,2.4,Évora 2015 30d.pdf
Évora,2015,Evora,134,3,15,171,189,2.2,Évora 2015 30d.pdf
Évora,2015,Montemor-o-Novo,54,3,16,72,91,5.6,Évora 2015 30d.pdf
Évora,2015,Mora,12,0,1,13,14,0.0,Évora 2015 30d.pdf
Évora,2015,Mourao,6,0,1,6,7,0.0,Évora 2015 30d.pdf
Évora,2015,Portel,13,0,4,19,23,0.0,Évora 2015 30d.pdf
Évora,2015,Redondo,16,0,1,19,20,0.0,Évora 2015 30d.pdf
Évora,2015,Reguengos de Monsaraz,31,1,15,22,38,3.2,Évora 2015 30d.pdf
Évora,2015,Vendas Novas,37,0,4,54,58,0.0,Évora 2015 30d.pdf
Évora,2015,Viana do Alentejo,17,1,0,16,17,5.9,Évora 2015 30d.pdf
Évora,2015,Vila Vicosa,10,1,0,11,12,10.0,Évora 2015 30d.pdf
Aveiro,2016,Agueda,183,3,11,220,234,1.6,Aveiro 2016 30d.pdf
Aveiro,2016,Albergaria-a-Velha,86,6,9,103,118,7.0,Aveiro 2016 30d.pdf
Aveiro,2016,Anadia,103,2,3,122,127,1.9,Aveiro 2016 30d.pdf
Aveiro,2016,Arouca,69,0,5,89,94,0.0,Aveiro 2016 30d.pdf
Aveiro,2016,Aveiro,307,5,13,370,388,1.6,Aveiro 2016 30d.pdf
Aveiro,2016,Castelo de Paiva,51,1,2,66,69,2.0,Aveiro 2016 30d.pdf
Aveiro,2016,Espinho,85,4,1,92,97,4.7,Aveiro 2016 30d.pdf
Aveiro,2016,Estarreja,113,1,3,133,137,0.9,Aveiro 2016 30d.pdf
Aveiro,2016,Ilhavo,159,3,7,187,197,1.9,Aveiro 2016 30d.pdf
Aveiro,2016,Mealhada,66,3,2,90,95,4.5,Aveiro 2016 30d.pdf
Aveiro,2016,Murtosa,48,2,1,59,62,4.2,Aveiro 2016 30d.pdf
Aveiro,2016,Oliveira de Azemeis,206,1,8,267,276,0.5,Aveiro 2016 30d.pdf
Aveiro,2016,Oliveira do Bairro,83,2,1,98,101,2.4,Aveiro 2016 30d.pdf
Aveiro,2016,Ovar,189,6,6,222,234,3.2,Aveiro 2016 30d.pdf
Aveiro,2016,Santa Maria da Feira,487,8,17,601,626,1.6,Aveiro 2016 30d.pdf
Aveiro,2016,Sao Joao da Madeira,103,0,7,120,127,0.0,Aveiro 2016 30d.pdf
Aveiro,2016,Sever do Vouga,39,2,2,40,44,5.1,Aveiro 2016 30d.pdf
Aveiro,2016,Vagos,92,8,2,103,113,8.7,Aveiro 2016 30d.pdf
Aveiro,2016,Vale de Cambra,59,0,2,79,81,0.0,Aveiro 2016 30d.pdf
Beja,2016,Aljustrel,24,1,4,31,36,4.2,Beja 2016 30d.pdf
Beja,2016,Almodovar,13,1,5,19,25,7.7,Beja 2016 30d.pdf
Beja,2016,Alvito,9,2,1,9,12,22.2,Beja 2016 30d.pdf
Beja,2016,Barrancos,5,0,1,6,7,0.0,Beja 2016 30d.pdf
Beja,2016,Beja,92,3,21,97,121,3.3,Beja 2016 30d.pdf
Beja,2016,Castro Verde,12,3,3,13,19,25.0,Beja 2016 30d.pdf
Beja,2016,Cuba,12,1,1,11,13,8.3,Beja 2016 30d.pdf
Beja,2016,Ferreira do Alentejo,31,4,9,40,53,12.9,Beja 2016 30d.pdf
Beja,2016,Mertola,32,2,7,35,44,6.3,Beja 2016 30d.pdf
Beja,2016,Moura,24,1,6,23,30,4.2,Beja 2016 30d.pdf
Beja,2016,Odemira,98,5,14,114,133,5.1,Beja 2016 30d.pdf
Beja,2016,Ourique,47,6,12,57,75,12.8,Beja 2016 30d.pdf
Beja,2016,Serpa,30,0,6,29,35,0.0,Beja 2016 30d.pdf
Beja,2016,Vidigueira,8,0,0,13,13,0.0,Beja 2016 30d.pdf
Braga,2016,Amares,65,1,1,87,89,1.5,Braga 2016 30d.pdf
Braga,2016,Barcelos,415,8,21,507,536,1.9,Braga 2016 30d.pdf
Braga,2016,Braga,560,3,41,708,752,0.5,Braga 2016 30d.pdf
Braga,2016,Cabeceiras de Basto,38,0,1,53,54,0.0,Braga 2016 30d.pdf
Braga,2016,Celorico de Basto,58,0,2,96,98,0.0,Braga 2016 30d.pdf
Braga,2016,Esposende,155,3,6,177,186,1.9,Braga 2016 30d.pdf
Braga,2016,Fafe,170,3,7,204,214,1.8,Braga 2016 30d.pdf
Braga,2016,Guimaraes,517,5,30,632,667,1.0,Braga 2016 30d.pdf
Braga,2016,Povoa de Lanhoso,87,2,4,111,117,2.3,Braga 2016 30d.pdf
Braga,2016,Terras de Bouro,15,0,3,12,15,0.0,Braga 2016 30d.pdf
Braga,2016,Vieira do Minho,43,1,4,48,53,2.3,Braga 2016 30d.pdf
Braga,2016,Vila Nova de Famalicao,470,6,24,593,623,1.3,Braga 2016 30d.pdf
Braga,2016,Vila Verde,151,2,8,185,195,1.3,Braga 2016 30d.pdf
Braga,2016,Vizela,63,0,3,70,73,0.0,Braga 2016 30d.pdf
Bragança,2016,Alfandega da Fe,9,0,0,10,10,0.0,Bragança 2016 30d.pdf
Bragança,2016,Braganca,91,4,16,101,121,4.4,Bragança 2016 30d.pdf
Bragança,2016,Carrazeda de Ansiaes,22,0,1,27,28,0.0,Bragança 2016 30d.pdf
Bragança,2016,Freixo Espada a Cinta,5,1,3,5,9,20.0,Bragança 2016 30d.pdf
Bragança,2016,Macedo de Cavaleiros,50,2,3,64,69,4.0,Bragança 2016 30d.pdf
Bragança,2016,Miranda do Douro,15,0,1,21,22,0.0,Bragança 2016 30d.pdf
Bragança,2016,Mirandela,76,2,16,82,100,2.6,Bragança 2016 30d.pdf
Bragança,2016,Mogadouro,15,0,2,15,17,0.0,Bragança 2016 30d.pdf
Bragança,2016,Torre de Moncorvo,14,1,3,11,15,7.1,Bragança 2016 30d.pdf
Bragança,2016,Vila Flor,25,0,5,26,31,0.0,Bragança 2016 30d.pdf
Bragança,2016,Vimioso,13,0,1,19,20,0.0,Bragança 2016 30d.pdf
Bragança,2016,Vinhais,15,0,2,17,19,0.0,Bragança 2016 30d.pdf
Castelo Branco,2016,Belmonte,17,0,2,23,25,0.0,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Castelo Branco,123,4,29,131,164,3.3,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Covilha,121,3,13,157,173,2.5,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Fundao,98,0,4,128,132,0.0,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Idanha-a-Nova,30,4,4,29,37,13.3,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Oleiros,19,0,5,15,20,0.0,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Penamacor,12,2,1,17,20,16.7,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Proenca-a-Nova,16,1,2,20,23,6.3,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Serta,47,4,12,51,67,8.5,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Vila de Rei,7,1,0,11,12,14.3,Castelo Branco 2016 30d.pdf
Castelo Branco,2016,Vila Velha de Rodao,22,4,6,19,29,18.2,Castelo Branco 2016 30d.pdf
Coimbra,2016,Arganil,41,0,4,55,59,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Cantanhede,118,1,4,145,150,0.8,Coimbra 2016 30d.pdf
Coimbra,2016,Coimbra,483,10,15,572,597,2.1,Coimbra 2016 30d.pdf
Coimbra,2016,Condeixa-a-Nova,52,0,3,61,64,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Figueira da Foz,232,3,20,298,321,1.3,Coimbra 2016 30d.pdf
Coimbra,2016,Gois,17,1,1,21,23,5.9,Coimbra 2016 30d.pdf
Coimbra,2016,Lousa,49,0,4,60,64,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Mira,65,0,1,74,75,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Miranda do Corvo,41,0,2,51,53,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Montemor-o-Velho,89,2,4,101,107,2.2,Coimbra 2016 30d.pdf
Coimbra,2016,Oliveira do Hospital,74,3,10,88,101,4.1,Coimbra 2016 30d.pdf
Coimbra,2016,Pampilhosa da Serra,12,0,1,13,14,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Penacova,54,3,5,63,71,5.6,Coimbra 2016 30d.pdf
Coimbra,2016,Penela,27,0,1,36,37,0.0,Coimbra 2016 30d.pdf
Coimbra,2016,Soure,63,4,4,72,80,6.3,Coimbra 2016 30d.pdf
Coimbra,2016,Tabua,46,1,1,64,66,2.2,Coimbra 2016 30d.pdf
Coimbra,2016,Vila Nova de Poiares,26,1,2,36,39,3.8,Coimbra 2016 30d.pdf
Faro,2016,Albufeira,235,5,15,271,291,2.1,Faro 2016 30d.pdf
Faro,2016,Alcoutim,13,0,2,16,18,0.0,Faro 2016 30d.pdf
Faro,2016,Aljezur,20,0,3,21,24,0.0,Faro 2016 30d.pdf
Faro,2016,Castro Marim,40,0,6,48,54,0.0,Faro 2016 30d.pdf
Faro,2016,Faro,249,6,9,301,316,2.4,Faro 2016 30d.pdf
Faro,2016,Lagoa (Algarve),91,0,9,121,130,0.0,Faro 2016 30d.pdf
Faro,2016,Lagos,125,4,7,139,150,3.2,Faro 2016 30d.pdf
Faro,2016,Loule,328,7,28,355,390,2.1,Faro 2016 30d.pdf
Faro,2016,Monchique,20,0,0,23,23,0.0,Faro 2016 30d.pdf
Faro,2016,Olhao,151,3,19,162,184,2.0,Faro 2016 30d.pdf
Faro,2016,Portimao,190,0,14,221,235,0.0,Faro 2016 30d.pdf
Faro,2016,Sao Bras de Alportel,34,0,3,43,46,0.0,Faro 2016 30d.pdf
Faro,2016,Silves,159,7,23,203,233,4.4,Faro 2016 30d.pdf
Faro,2016,Tavira,111,5,11,130,146,4.5,Faro 2016 30d.pdf
Faro,2016,Vila do Bispo,19,1,2,25,28,5.3,Faro 2016 30d.pdf
Faro,2016,Vila Real de Santo Antonio,74,0,6,92,98,0.0,Faro 2016 30d.pdf
Guarda,2016,Aguiar da Beira,15,0,4,15,19,0.0,Guarda 2016 30d.pdf
Guarda,2016,Almeida,21,1,3,21,25,4.8,Guarda 2016 30d.pdf
Guarda,2016,Celorico da Beira,18,0,4,21,25,0.0,Guarda 2016 30d.pdf
Guarda,2016,Figueira de Castelo Rodrigo,14,0,2,16,18,0.0,Guarda 2016 30d.pdf
Guarda,2016,Fornos de Algodres,14,0,1,17,18,0.0,Guarda 2016 30d.pdf
Guarda,2016,Gouveia,30,2,8,26,36,6.7,Guarda 2016 30d.pdf
Guarda,2016,Guarda,125,4,11,158,173,3.2,Guarda 2016 30d.pdf
Guarda,2016,Manteigas,10,1,1,13,15,10.0,Guarda 2016 30d.pdf
Guarda,2016,Meda,9,0,2,9,11,0.0,Guarda 2016 30d.pdf
Guarda,2016,Pinhel,20,1,3,21,25,5.0,Guarda 2016 30d.pdf
Guarda,2016,Sabugal,37,2,3,35,40,5.4,Guarda 2016 30d.pdf
Guarda,2016,Seia,69,1,7,84,92,1.4,Guarda 2016 30d.pdf
Guarda,2016,Trancoso,13,1,3,11,15,7.7,Guarda 2016 30d.pdf
Guarda,2016,Vila Nova de Foz Coa,18,2,2,24,28,11.1,Guarda 2016 30d.pdf
Leiria,2016,Alcobaca,239,4,23,279,306,1.7,Leiria 2016 30d.pdf
Leiria,2016,Alvaiazere,25,1,1,26,28,4.0,Leiria 2016 30d.pdf
Leiria,2016,Ansiao,37,0,6,40,46,0.0,Leiria 2016 30d.pdf
Leiria,2016,Batalha,37,0,3,41,44,0.0,Leiria 2016 30d.pdf
Leiria,2016,Bombarral,49,2,9,59,70,4.1,Leiria 2016 30d.pdf
Leiria,2016,Caldas da Rainha,163,1,16,185,202,0.6,Leiria 2016 30d.pdf
Leiria,2016,Castanheira de Pera,5,1,1,6,8,20.0,Leiria 2016 30d.pdf
Leiria,2016,Figueiro dos Vinhos,16,2,2,15,19,12.5,Leiria 2016 30d.pdf
Leiria,2016,Leiria,504,16,34,576,626,3.2,Leiria 2016 30d.pdf
Leiria,2016,Marinha Grande,170,1,6,216,223,0.6,Leiria 2016 30d.pdf
Leiria,2016,Nazare,55,1,4,63,68,1.8,Leiria 2016 30d.pdf
Leiria,2016,Obidos,46,2,8,50,60,4.3,Leiria 2016 30d.pdf
Leiria,2016,Pedrogao Grande,8,0,3,8,11,0.0,Leiria 2016 30d.pdf
Leiria,2016,Peniche,68,0,2,80,82,0.0,Leiria 2016 30d.pdf
Leiria,2016,Pombal,249,13,26,282,321,5.2,Leiria 2016 30d.pdf
Leiria,2016,Porto de Mos,82,2,16,90,108,2.4,Leiria 2016 30d.pdf
Lisboa,2016,Alenquer,129,3,9,169,181,2.3,Lisboa 2016 30d.pdf
Lisboa,2016,Amadora,494,2,22,593,617,0.4,Lisboa 2016 30d.pdf
Lisboa,2016,Arruda dos Vinhos,34,3,1,43,47,8.8,Lisboa 2016 30d.pdf
Lisboa,2016,Azambuja,103,7,16,131,154,6.8,Lisboa 2016 30d.pdf
Lisboa,2016,Cadaval,34,2,5,45,52,5.9,Lisboa 2016 30d.pdf
Lisboa,2016,Cascais,593,3,27,710,740,0.5,Lisboa 2016 30d.pdf
Lisboa,2016,Lisboa,2697,12,57,3149,3218,0.4,Lisboa 2016 30d.pdf
Lisboa,2016,Loures,648,11,48,774,833,1.7,Lisboa 2016 30d.pdf
Lisboa,2016,Lourinha,70,2,6,86,94,2.9,Lisboa 2016 30d.pdf
Lisboa,2016,Mafra,213,1,12,262,275,0.5,Lisboa 2016 30d.pdf
Lisboa,2016,Odivelas,382,6,20,445,471,1.6,Lisboa 2016 30d.pdf
Lisboa,2016,Oeiras,589,4,15,707,726,0.7,Lisboa 2016 30d.pdf
Lisboa,2016,Sintra,882,7,20,1073,1100,0.8,Lisboa 2016 30d.pdf
Lisboa,2016,Sobral Monte Agraco,27,0,2,32,34,0.0,Lisboa 2016 30d.pdf
Lisboa,2016,Torres Vedras,289,4,26,342,372,1.4,Lisboa 2016 30d.pdf
Lisboa,2016,Vila Franca de Xira,323,2,21,401,424,0.6,Lisboa 2016 30d.pdf
Portalegre,2016,Alter do Chao,7,1,0,12,13,14.3,Portalegre 2016 30d.pdf
Portalegre,2016,Arronches,6,0,1,7,8,0.0,Portalegre 2016 30d.pdf
Portalegre,2016,Avis,7,0,1,6,7,0.0,Portalegre 2016 30d.pdf
Portalegre,2016,Campo Maior,22,2,4,27,33,9.1,Portalegre 2016 30d.pdf
Portalegre,2016,Castelo de Vide,9,0,2,9,11,0.0,Portalegre 2016 30d.pdf
Portalegre,2016,Crato,12,2,0,11,13,16.7,Portalegre 2016 30d.pdf
